Unnamed: 0.1,Unnamed: 0,Column1,scope,title,manual_keywords,generated_keywords,name,description,title_en,description_en
72,72,72,OPEN vhb,Technical English - Electronics Basics,technical English;electronics;electrical engineering;English,Electronics Basics;English Language;Introduction;Non-English Speakers;Vocabulary;Fundamentals;Principles;Terminology;Course;Electronics Essentials,Technical English - Electronics Basics,,Technical English - Electronics Basics,
73,73,73,OPEN vhb,Brücken schlagen: Von der Schulmathematik zur Hochschulmathematik,Number Ranges;Elementary Logic;Functions;Graph Theory;Mathematics,Math;University;School;Bridge;Review;Introduction;Study;Practice;Exercises;Simple Language,,,Beat bridges: from school mathematics to university mathematics,
74,74,74,OPEN vhb,Deutsch als Fremdsprache – Schreibtraining (ab Niveau B1),Languages;German as a foreign language;Writing exercises;German,German language;Writing skills;Language learning;Foreign language;B1 level;Writing exam;Language proficiency;Text writing;Language training;Language course,Deutsch als Fremdsprache – Schreibtraining (ab Niveau B1),,German as a foreign language - writing training (from level B1),
75,75,75,OPEN vhb,inGENEious DNA - the future of data storage?,DNA;molecular biology;data storage devices;cell biology,DNA storage;Data crisis;Molecular biology;Computer technology;Information storage;Technology innovation;Data management;Gene science;Digital storage;Biotechnology,inGENEious DNA - the future of data storage?,,inGENEious DNA - the future of data storage?,
76,76,76,OPEN vhb,POWER – Physik Online Warm-Up für ERstsemester,Physics;bridge course;mechanics;optics;thermodynamics,Physics;University preparation;Engineering;Online course;Refreshing knowledge;Building skills;First-year students;University of applied sciences;STEM subjects;Foundation course,,,Power-Physics online warm-up for freshmen,
77,77,77,OPEN vhb,Chemie – Organik in Alltag und Medizin,Chemistry;Carbohydrates;Lipids;Proteins;Nucleic acids,Organic Chemistry;Everyday Life;Medicine;Chemical Reactions;Toxicity;Carcinogenic;Health Risks;Medical Examples;Quiz Questions;Interactive Learning,Chemie – Organik in Alltag und Medizin,,Chemistry - organic in everyday life and medicine,
78,78,78,OPEN vhb,Digital Collaborative Systems in Healthcare,Collaborative Systems;Health IT;Telemedicine;eHealth;Big Data,Healthcare;Digital Systems;Collaboration;Medicine;Public Health;Global Health;Informatics;Education;Communication;Technology,Digital Collaborative Systems in Healthcare,,Digital Collaborative Systems in Healthcare,
79,79,79,OPEN vhb,Kindeswohl im Blick,Child welfare;Child protection;Prevention;Living environments;Family,Child protection;Child well-being;Child endangerment;Child safety;Parenting;Family support;Legal framework;Child development;Risk factors;Support services,Kindeswohl im Blick,,Child well -being at a glance,
80,80,80,OPEN vhb,Einführung in die funktionelle Neuroanatomie - in neun Schritten zu Ihrem eigenen Gehirnmodell,biopsychology;neuroanatomy;brain;health sciences;nervous system,Brain;Nervous System;Structure;Functions;Learning;Anatomy;Model;Building;Visualizing;Neuroanatomy,,,Introduction to functional neuroanatomy - in nine steps to your own brain model,
81,81,81,OPEN vhb,Deutsch als Fremdsprache – Fachsprache Technik (ab Niveau B2),German as a foreign language;Technical language;German for technicians,Technology;Language;Technical;Study;Engineering;Computer;Science;Communication;Vocabulary;Specialist,Deutsch als Fremdsprache – Fachsprache Technik (ab Niveau B2),,German as a foreign language - technical technology (from level B2),
82,82,82,OPEN vhb,Lass es brummen – Fachwissen und Anwendungen für mehr Artenvielfalt vom Garten bis zum Balkon,Biodiversity;Terrace;Natural garden;Insect diversity,Biodiversity;Ecology;Conservation;Gardening;Sustainability;Environment;Nature;Wildlife;Ecosystems;Green spaces,,,Let it hum - specialist knowledge and applications for more biodiversity from the garden to the balcony,
83,83,83,OPEN vhb,Faszination Unendlichkeit – Mathematik von Grund auf ohne Rechnen verstehen,Mathematics;Arithmetic;Infinity;Understanding,Infinity;Mathematics;Concept;Explanation;Understanding;Basics;No prior knowledge;Introduction;Easy to understand;Fundamental principles,Faszination Unendlichkeit – Mathematik von Grund auf ohne Rechnen verstehen,,Fascination infinity - understand mathematics from the ground up without arithmetic,
84,84,84,OPEN vhb,0 und 1 verstehen – Vorkurs für informatische Studiengänge,Computer Science;Introduction;Programming;Object Orientation;Recursion,Computer Science;Math Topics;Studies;Training;Refresh;Update;Reinforce;Interactive Learning;Information Technology;Pre-Course,,,0 and 1 understand - preliminary course for computeristic courses,
85,85,85,OPEN vhb,Die Zehn Gebote: Eine Ethik für heute?,Morals;Norms;Ethics;Ten Commandments;Theology,Ethics;Ten Commandments;Bible;Morality;Contemporary life;Decision-making;Values;Principles;Relevance;Self-reflection,,,The ten commandments: an ethics for today?,
86,86,86,OPEN vhb,Schlüsselkompetenz Zeichensetzung,Punctuation;Key qualification,German Punctuation;Sentence Punctuation;Interpunktionszeichen;Punctuation Marks;Sentence Structure;Writing Skills;Grammar Rules;Language Basics;German Language;Writing Fundamentals,,,Key competence punctuation,
87,87,87,OPEN vhb,Deutsch als Fremdsprache B2: Gesprochene Sprache verstehen. Hörtraining mit authentischen Texten,Listening comprehension;DaF;German as a foreign language;B2,German Language;Listening Skills;Intermediate Level;Authentic Videos;Exercises;Comprehension;Grammar;Vocabulary;Cultural Aspects;Language Training,,,German as a foreign language B2: Understand spoken language.Hearing training with authentic texts,
88,88,88,OPEN vhb,Umgang mit funktionellen Körperbeschwerden,Functional body complaints;Health;Diagnostics;Therapy,Chronic Pain;Physical Complaints;Syndromes;Diagnosis;Treatment;Fibromyalgia;Irritable Bowel Syndrome;Chronic Conditions;Adult Health;Quality of Life,,,Dealing with functional body problems,
89,89,89,OPEN vhb,Anstand im Netz. Digitale Kommunikation ethisch betrachtet,Media ethics;Digital communication;Morality;Fake news;Hate speech,Digital Communication;Online Ethics;Values;Media Literacy;Social Media;Online Safety;Cyberbullying;Digital Citizenship;Online Community;Responsible Internet Use,Anstand im Netz. Digitale Kommunikation ethisch betrachtet,,Decency on the net.Ethical digital communication,
90,90,90,OPEN vhb,Deutsch als Fremdsprache B1: Hörverstehen - Strategien für die Hochschule,listening comprehension;listening strategies;German as a foreign language;DaF;B1,German Language;Listening Skills;University Students;Language Learning;Listening Strategies;Audio Materials;Video Resources;Study Tips;Academic Topics;Foreign Language,,,German as a foreign language B1: listening comprehension - strategies for the university,
91,91,91,OPEN vhb,Schmerz – Von den physiologischen Grundlagen zu therapeutischen Möglichkeiten,Pain;analgesia;painkillers;pain therapy;phantom pain,Pain;Body;Physiology;Treatment;Management;Prevention;Medicine;Anesthesia;Therapy;Health,,,Pain - from the physiological foundations to therapeutic possibilities,
92,92,92,OPEN vhb,Social Innovation: The Innovator’s Quest,innovation;social innovation;society;creativity;sustainabilty,Innovation;Social change;Problem-solving;Creativity;Learning;Development;Skills;Entrepreneurship;Leadership;Sustainability,Social Innovation: The Innovator’s Quest,,Social Innovation: The Innovator’s Quest,
93,93,93,OPEN vhb,Smarter German. German as a second foreign language – after English,German as a Foreign Language;Basic German;German A1,German language;English speakers;Language learning;Quick learning;Efficient learning;Receptive skills;Reading skills;Listening skills;Basic language skills;Beginner's course,Smarter German. German as a second foreign language – after English,,Smarter German. German as a second foreign language – after English,
94,94,94,OPEN vhb,Health Data Analytics,Analytics;Big Data;Benefits;Healthcare;Methods,Data Analytics;Healthcare;Patient Outcomes;Cost Reduction;Data Science;Statistical Analysis;Visualization;Prediction Models;Health Data;Digital Transformation,Health Data Analytics,,Health Data Analytics,
95,95,95,OPEN vhb,KI und Soziale Arbeit,Social work;AI;Artificial intelligence;Digitalization;Digital ethics,Artificial Intelligence;Social Work;Technology;Ethics;Integration;Applications;Limitations;Interpretation;Output;Critical Thinking,KI und Soziale Arbeit,,AI and social work,
96,96,96,OPEN vhb,Grundlagen des Ethischen Argumentierens,Argumentation;Ethics;False conclusions;Good argumentation,Argumentation;Ethics;Critical Thinking;Persuasion;Communication;Values;Decision Making;Logic;Reasoning;Moral Principles,Grundlagen des Ethischen Argumentierens,,Basics of ethical argument,
97,97,97,OPEN vhb,Deutsch lernen mit Fußball – Fachsprachentraining (ab Niveau A2),German;foreign language;sport;soccer;referee,German Language;Football (Soccer);Language Learning;Vocabulary Building;Specialized Training;Online Course;Language Proficiency;Football Terminology;Language Strategies;Bilingual Learning,Deutsch lernen mit Fußball – Fachsprachentraining (ab Niveau A2),,Learning German with football - technical language training (from level A2),
98,98,98,OPEN vhb,Bildungsstudien und -berichterstattung verstehen und interpretieren,Education monitoring;Indicators;Education reporting;Statistical bases,Education;Critical thinking;Data analysis;Report reading;Study interpretation;Competency measurement;Indicators;Methods;Educational research;Policy making,Bildungsstudien und -berichterstattung verstehen und interpretieren,,Understand and interpret educational studies and reporting,
99,99,99,OPEN vhb,3D Druck – Warum? Wofür? Wie?,3D printing;additive manufacturing;mechanical engineering;food;plastics,3D Printing;Technology;Course;Introduction;CAD Files;Printing Process;History;Applications;Practical Tips;Online Learning,,,3D pressure - why?For what?How?,
100,100,100,OPEN vhb,Ressourcenorientiertes Arbeiten,Social work;empowerment;change of perspective;resources;social space,Resource Management;Work-Life Balance;Teamwork and Collaboration;Human Resources;Support Systems;Problem-Solving;Communication Skills;Personal Development;Organizational Development;Empowerment,Ressourcenorientiertes Arbeiten,,Resource -oriented work,
101,101,101,OPEN vhb,Deutsch als Fremdsprache – Schreibtraining (ab Niveau B2),Languages;German as a foreign language;Writing exercises;German level B2;Learn German,German language;Writing skills;B2 level;Text types;Themes;Exam preparation;Language course;Practice exercises;Writing skills training;Language proficiency,Deutsch als Fremdsprache – Schreibtraining (ab Niveau B2),,German as a foreign language - writing training (from level B2),
102,102,102,OPEN vhb,Sistemas de colaboración digital en la salud,Collaborative systems;Health informatics;Telemedicine;eHealth;Big Data,Digital Collaboration;Healthcare;Online Course;Health Informatics;Medical Informatics;Healthcare Sector;Systems;Technology;Education;Healthcare Professionals,Sistemas de colaboración digital en la salud,,Digital Health Collaboration Systems,
103,103,103,OPEN vhb,Krebsmedizin,oncology;cancer;prevention;radiotherapy;chemotherapy,Cancer Research;Cancer Treatment;Medical Oncology;Cancer Prevention;Disease Diagnosis;Cancer Awareness;Medical Science;Healthcare Education;Cancer Causes;Disease Management,Krebsmedizin,,Cancer,
104,104,104,OPEN vhb,Elementarinformatik: eine Experimentierkiste für Vor- und Grundschule,elementary computer science;algorithm;computer;programming;binary code,Computer Science;Digital Tools;Basic Concepts;Introduction;Analog Materials;Children;Classrooms;Step-by-Step Instructions;Creative Thinking;Independent Learning,,,Elementary information: an experimental box for preschool and elementary school,
105,105,105,OPEN vhb,Einführung in die Aussagenlogik,Logic;Philosophy;Semantics;Truth table;Fitch calculus,Propositional Logic;Argumentation;Formal Language;Logic;Reasoning;Truth Tables;Electronic Circuits;Natural Deduction;Calculus;Reasoning Techniques,,,Introduction to the statement logic,
106,106,106,OPEN vhb,Selbstreguliertes Lernen als Wegbereiter für das Studium,Learning;Self-regulated learning;Learning strategies;Metacognition;Studying,Self-Regulated Learning;Learning Strategies;Online Course;Theoretical Knowledge;Practical Exercises;Reflective Learning;Personal Development;Learning Behavior;Improvement Techniques;Study Skills,,,Self -regulated learning as a pioneer for studying,
107,107,107,OPEN vhb,Building Confidence in Mathematics,mathematics;overcome the fear of maths;developing mathematical skills,Online course;Mathematics;Confidence building;Fearless learning;Slow pace;Real-life examples;Multimodal learning;Humor;Glossary;Self-assurance,Building Confidence in Mathematics,,Building Confidence in Mathematics,
108,108,108,OPEN vhb,Politische Partizipation - Grundlagen der Teilhabe,Participation;Democracy;Participation;Migration;Women in politics,Political Participation;Democracy;Civic Engagement;Citizenship;Inclusion;Accessible Politics;Leadership Roles;Migration and Politics;Social Relevance;Representation of Diverse Groups,Politische Partizipation - Grundlagen der Teilhabe,,Political participation - foundations of participation,
109,109,109,OPEN vhb,Pricing – Eine Einführung in das betriebliche Preismanagement,Pricing;price management;pricing policy;calculation;target groups,Pricing Management;Business Strategy;Decision Making;Pricing Process;Company Management;Financial Decisions;Market Analysis;Cost Control;Product Pricing;Business Planning,,,Pricing - an introduction to operational price management,
110,110,110,OPEN vhb,Cyber-Kriminalität und digitale Strafverfolgung,Cybercrime;criminal law;forensics;cryptocurrency;darknet,Cybercrime;Online Safety;Digital Forensics;Criminal Law;Investigation Process;Cryptocurrencies;Dark Web;Online Security;Evidence Gathering;Legal Aspects,,,Cyber ​​crime and digital law enforcement,
111,111,111,OPEN vhb,Deutsch als Fremdsprache B1: Grammatik Basiskurs,German as a foreign language;grammar;DaF;B1,German language;Grammar course;Foreign language;B1 level;Basic course;Practice exercises;Grammar rules;Language skills;Review and reinforce;Language learning,Deutsch als Fremdsprache B1: Grammatik Basiskurs,,German as a foreign language B1: Grammar basic course,
112,112,112,OPEN vhb,Smarter German - Lesetraining A1.2,German as a foreign language;reading comprehension;reading comprehension;reading strategy,German language;Reading skills;Beginner;Language course;Everyday texts;Simple topics;University life;Campus activities;Reading strategies;Language improvement,Smarter German - Lesetraining A1.2,,Smarter German - Lesetraining A1.2,
113,113,113,OPEN vhb,Deutsch als Fremdsprache B2: Grammatik,Grammar;German as a foreign language;Languages;Learning German,German language;Grammar rules;Language learning;Online course;B2 level;Foreign language;Text analysis;Contextual learning;Practical application;Language skills,Deutsch als Fremdsprache B2: Grammatik,,German as a foreign language B2: grammar,
114,114,114,OPEN vhb,Grundlagen der Mensch-Computer-Systeme,computer science;human-computer systems;human-computer interaction;usability;user experience,Computer Systems;Human Interaction;User Needs;Design Principles;Evaluation Methods;User-Centered;Interactivity;System Development;Human-Computer Interface;Technology Accessibility,Grundlagen der Mensch-Computer-Systeme,,Basics of human-computer systems,
115,115,115,OPEN vhb,Navi für die Beratung junger Menschen,Counseling;young people,Youth Counseling;Coaching;Support Services;Young Adults;Life Challenges;Relationship Issues;Academic Support;Identity Development;Empathy and Understanding;Professional Development,,,Navi for the advice of young people,
116,116,116,OPEN vhb,MedTech: Cognitive Processes and AI Technology,human-machine interaction;artifical intelligence;stroke rehabilitation;cognition;machine learning,Cognitive Processes;Artificial Intelligence (AI);Health Technology;Rehabilitation;Motor Skills;Neuropsychology;Therapeutic Interventions;Medical Technology;Robot-Assisted Therapy;Interdisciplinary Approaches,MedTech: Cognitive Processes and AI Technology,,MedTech: Cognitive Processes and AI Technology,
117,117,117,OPEN vhb,Rechtsanwaltliches Berufsrecht: Kenntnisse im Berufsrecht gemäß § 43f BRAO,Legal profession;Professional law;BRAO,Attorney Law;Professional Responsibilities;Lawyer Duties;Confidentiality;Conflict of Interest;Law Firm Management;Legal Ethics;Professional Conduct;Attorney Practice;Legal Regulation,,,Lawyers' law: Knowledge of professional law according to § 43f BRAO,
118,118,118,OPEN vhb,Neue Realitäten: Einführung in Augmented und Virtual Reality,Augmented Reality;Virtual Reality;AR;VR;Marketing,Virtual Reality;Augmented Reality;Technology;Innovation;Future;Education;Business;Marketing;Society;Digital Transformation,,,New realities: Introduction to Augmented and Virtual Reality,
119,119,119,OPEN vhb,Blockchain/Distributed Ledger Technologies: Enabler der Digitalen Transformation,Blockchain;cryptocurrencies;business informatics,Blockchain technology;Digital transformation;Applications;Potential;Supply chain;Finance;Healthcare;Energy;Limitations;Critical thinking,Blockchain/Distributed Ledger Technologies: Enabler der Digitalen Transformation,,Blockchain/Distributed Ledger Technologies: Enabler of the digital transformation,
120,120,120,OPEN vhb,Technische Grundlagen von Blockchain und Distributed Ledger Technologien,Blockchain;Distributed Ledger Technologies;Bitcoin;Ethereum;Hyperledger,Blockchain;Distributed Ledger Technology;Cryptography;Block Chaining;Consensus Mechanisms;Network Design;Bitcoin;Ethereum;Hyperledger;Digital Technology,Technische Grundlagen von Blockchain und Distributed Ledger Technologien,,Technical foundations of blockchain and distributed ledger technologies,
121,121,121,OPEN vhb,Digital Health: Law and Ethics,Digital Health;Law;Ethics,Digital Health;Healthcare;Law;Ethics;Medicine;Technology;Patient Care;Healthcare System;Medical Ethics;Online Education,Digital Health: Law and Ethics,,Digital Health: Law and Ethics,
122,122,122,OPEN vhb,Deutsch als Fremdsprache B2: Fachsprache Musik,Languages;Music;German as a foreign language;German,German Language;Music;Vocabulary Building;Sentence Structures;Online Course;Language Skills;Musical Terminology;B2 Level;Language Learning;Music Theory,Deutsch als Fremdsprache B2: Fachsprache Musik,,German as a foreign language B2: specialist language music,
123,123,123,OPEN vhb,Deutsch als Fremdsprache B1: Grammatik Aufbaukurs,German as a foreign language;grammar;DaF;B1,German Language;Grammar Course;B1 Level;Language Skills;Grammar Areas;Video Explanations;Practice Exercises;Language Improvement;Online Course;Deutsch als Fremdsprache,Deutsch als Fremdsprache B1: Grammatik Aufbaukurs,,German as a foreign language B1: grammar advanced course,
124,124,124,OPEN vhb,Deutsch als Fremdsprache C1: Fachsprache Wirtschaft,German;German as a foreign language;Economics;Business studies;Business administration,German language;Business vocabulary;Economics;Finance;Commerce;Language skills;Specialized vocabulary;Business world;Study materials;Professional language,Deutsch als Fremdsprache C1: Fachsprache Wirtschaft,,German as a foreign language C1: specialist language economy,
125,125,125,OPEN vhb,TL;DR - Convey topics briefly and concisely,attention;reduction;information overload;communication;knowledge,Communication;Concise writing;Clear messaging;Clarity;Brevity;Attention span;Digital age;Information transfer;Effective communication;Simplified language,TL;DR - Convey topics briefly and concisely,,TLDR - Convey topics briefly and concisely,
126,126,126,OPEN vhb,Grundlagen der nachhaltigen Produktion,Sustainability;energy efficiency;resource-saving;automation;CO2-neutral,Sustainable Production;Environmental Friendly;Carbon Footprint;Product Lifecycle;Recycling;Waste Reduction;Energy Efficiency;Green Practices;Customer Needs;Business Strategy,Grundlagen der nachhaltigen Produktion,,Basics of sustainable production,
127,127,127,OPEN vhb,Smarter German - Hörtraining A1.2,German as a foreign language;listening comprehension;listening strategy,German Language;Listening Skills;Everyday Conversations;University Life;Campus Life;Language Training;Listening Strategies;Simple Texts;Real-Life Situations;Language Improvement,,,Smarter German - Hörtraining A1.2,
128,128,128,OPEN vhb,Liebe oder Rache? Facetten alttestamentlicher Gottesbilder,Theology;Bible;Religious Studies;Old Testament;God,Old Testament;God's Image;Biblical Texts;Diversity;Richness;Ancient Near East;History of Creation;Israel's Faith;Theology;God's Self-Revelation,Liebe oder Rache? Facetten alttestamentlicher Gottesbilder,,Love or revenge?Facets of Old Testament images of God,
129,129,129,OPEN vhb,Pandemien – Eine Herausforderung für die Gesellschaft und Forschung am Beispiel von SARS-CoV-2,Pandemics;Corona;Virology;SARS-CoV-2,Pandemics;Viral infections;SARS-CoV-2;Public health;Research;Globalization;Climate change;Infection control;Diagnosis;Epidemiology,,,Pandemien-a challenge for society and research using the example of Sars-Cov-2,
130,130,130,OPEN vhb,Principles of Fintech Business Models,Fintech;Paytech;Crowdfunding;Blockchain Technology;Cryptocurrency,Fintech;Business Models;Financial Technology;Banking;Finance;Innovation;Disruption;Alternative Payment;Blockchain;Artificial Intelligence,Principles of Fintech Business Models,,Principles of Fintech Business Models,
131,131,131,OPEN vhb,Sicherheit im Chemielabor 360° (SiL:360),Chemistry;Laboratory safety;Teacher training,Laboratory Safety;Chemistry Lab;Safety Equipment;Hazardous Substances;Waste Disposal;Emergency Procedures;Experiment Setup;Laboratory Instruments;Chemical Handling;Risk Assessment,Sicherheit im Chemielabor 360° (SiL:360),,Security in the chemical laboratory 360 ° (Sil: 360),
132,132,132,OPEN vhb,Building Confidence in Statistics,statistic;overcome the fear of maths;developing statistic skills;Statistik;statistics,Statistics;Confidence;Mathematics;Learning;Course;Applied;Real-world;Basic;Development;Understanding,Building Confidence in Statistics,,Building Confidence in Statistics,
133,133,133,OPEN vhb,Wissenschaftssprache Deutsch verstehen,Scientific German;scientific texts;reading comprehension,German Language;Scientific Communication;Language Analysis;Scientific Texts;Language Structures;Reading Strategies;Comprehension;Scientific Writing;German Culture;Academic Language,Wissenschaftssprache Deutsch verstehen,,Understanding science language German,
134,134,134,OPEN vhb,Diversity Management in Sozialen Organisationen,Diversity;Diversity awareness;Method training;Managing diversity;Organizational design,Diversity Management;Social Organizations;Inclusion;Diverse Workforce;Cultural Awareness;Best Practices;Training and Development;Organizational Change;Communication Skills;Employee Engagement,Diversity Management in Sozialen Organisationen,,Diversity management in social organizations,
135,135,135,OPEN vhb,Introduction to Academic Research - For Humanities Students with a Focus on Philosophy and Ethics,Humanities;Academic Writing;Research;Writing Skills;Research Skills,Academic Research;Humanities;Philosophy;Ethics;Text Analysis;Logical Argumentation;Literature Research;Scientific Writing;Presentation Skills;Critical Thinking,Introduction to Academic Research - For Humanities Students with a Focus on Philosophy and Ethics,,Introduction to Academic Research - For Humanities Students with a Focus on Philosophy and Ethics,
136,136,136,LERNEN.cloud,Citizen science,Cybersecurity;School;Teaching material;Internet;Media literacy,Data Collection;Citizen Engagement;Public Participation;Sensors;Data Analysis;Pseudonymization;Privacy;Cybersecurity;Environmental Change;Knowledge Generation,Citizen science,"<p>Collecting data on the internet also has positive aspects, for example promoting public participation. The aim of the final course <strong>»Citizen Science«</strong> in our course series is to identify the reasons why data is collected and how it can contribute to change and progress. You will get to see the relevance of sensors for data collection and understand how you can generate new knowledge based on your own collected data and use it to initiate change in your own environment. At the same time, you learn how pseudonymised data collection can create added value for society without revealing sensitive information about their own privacy. </p><p>You can find all information about the project at <a target=""_blank"" rel=""noopener"" href=""https://cybersecurity4schools.de/en/"">https://cybersecurity4schools.de/en</a></p>",Citizen science,"<p>Collecting data on the internet also has positive aspects, for example promoting public participation. The aim of the final course <strong>»Citizen Science«</strong> in our course series is to identify the reasons why data is collected and how it can contribute to change and progress. You will get to see the relevance of sensors for data collection and understand how you can generate new knowledge based on your own collected data and use it to initiate change in your own environment. At the same time, you learn how pseudonymised data collection can create added value for society without revealing sensitive information about their own privacy. </p><p>You can find all information about the project at <a target=""_blank"" rel=""noopener"" href=""https://cybersecurity4schools.de/en/"">https://cybersecurity4schools.de/en</a></p>"
137,137,137,LERNEN.cloud,Data privacy & Big data,Cybersecurity;School;Teaching material;Internet;Media literacy,Data privacy;Big data;Online activities;Digital footprint;Data collection;Analysis;Encryption;Chat program;Cybersecurity;Personal data protection,Data privacy & Big data,"<p>The course <strong>»Data privacy &amp;Big data«</strong> deals with these online activities that become our personal digital footprint. What data do we consciously or unconsciously disclose about ourselves and which of this data is collected and analysed by third parties? To better understand how such systems work, you slip into the role of an analysis algorithm. Later, you will use the microboard Calliope mini to program a chat program that works with encryption.You will be taught the mechanisms for taking action against unwanted data collection and analysis.</p><p>You can find all information about the project at <a target=""_blank"" rel=""noopener"" href=""https://cybersecurity4schools.de/en/"">https://cybersecurity4schools.de/en</a></p>",Data privacy & Big data,"<p>The course <strong>»Data privacy & Big data«</strong> deals with these online activities that become our personal digital footprint. What data do we consciously or unconsciously disclose about ourselves and which of this data is collected and analysed by third parties? To better understand how such systems work, you slip into the role of an analysis algorithm. Later, you will use the microboard Calliope mini to program a chat program that works with encryption.You will be taught the mechanisms for taking action against unwanted data collection and analysis.</p><p>You can find all information about the project at <a target=""_blank"" rel=""noopener"" href=""https://cybersecurity4schools.de/en/"">https://cybersecurity4schools.de/en</a></p>"
138,138,138,LERNEN.cloud,How do I navigate the internet?,Cybersecurity;School;Teaching material;Internet;Media literacy,Internet basics;Online safety;Cybersecurity;Awareness;Education;Learning;Online dangers;Security measures;Computer skills;Digital literacy,How do I navigate the internet?,"<p>In contrast to the dangers in our everyday lives, dangers on the internet are invisible and not comprehensible to users. Non-visible processes generally promote so-called black box thinking. This leads to ignorance, which in turn leads to discomfort and rejection. </p><p>This course covers the topics and content of the first module, which makes the structure and functioning of the internet tangible. With the help of the background information, the awareness of cybersecurity is to be strengthened in a playful way. </p><p>All information on the project can be found at <strong><a href=""https://cybersecurity4schools.de/en"">https://cybersecurity4schools.de/en</a></strong></p>",How do I navigate the internet?,"<p>In contrast to the dangers in our everyday lives, dangers on the internet are invisible and not comprehensible to users. Non-visible processes generally promote so-called black box thinking. This leads to ignorance, which in turn leads to discomfort and rejection. </p><p>This course covers the topics and content of the first module, which makes the structure and functioning of the internet tangible. With the help of the background information, the awareness of cybersecurity is to be strengthened in a playful way. </p><p>All information on the project can be found at <strong><a href=""https://cybersecurity4schools.de/en"">https://cybersecurity4schools.de/en</a></strong></p>"
139,139,139,LERNEN.cloud,Passwords & Data security,Cybersecurity;School;Teaching material;Internet;Media literacy,Online Safety;Password Security;Data Encryption;Cybersecurity;Secure Passwords;Digital Safety;Information Protection;Encryption Methods;Decision Trees;Secure Computing,Passwords & Data security,"<p>A digital unprotected message is comparable to a postcard that can be read at any time when sent. A letter with an envelope is like an encrypted message. </p><p>In this course <strong>»Passwords &amp;Data security«</strong>, awareness is raised in dealing with (in)secure access to data. You will learn about the use and importance of strong passwords and methods to create and remember strong passwords yourself. Furthermore, it is about the development and application of decision trees (using secure passwords as an example) and other methods for encrypting data.  </p><p>You can find all information about the project at <a target=""_blank"" rel=""noopener"" href=""https://cybersecurity4schools.de/en/"">https://cybersecurity4schools.de/en</a></p>",Passwords & Data security,"<p>A digital unprotected message is comparable to a postcard that can be read at any time when sent. A letter with an envelope is like an encrypted message. </p><p>In this course <strong>»Passwords & Data security«</strong>, awareness is raised in dealing with (in)secure access to data. You will learn about the use and importance of strong passwords and methods to create and remember strong passwords yourself. Furthermore, it is about the development and application of decision trees (using secure passwords as an example) and other methods for encrypting data.  </p><p>You can find all information about the project at <a target=""_blank"" rel=""noopener"" href=""https://cybersecurity4schools.de/en/"">https://cybersecurity4schools.de/en</a></p>"
140,140,140,LERNEN.cloud,bettermarks - Adaptives Lernsystem für Mathematik,Maths;maths book;bettermarks;teaching tool,Mathematics;Learning System;Adaptive Technology;School Math;Exercise Units;Feedback;Correction;Evaluation;Problem-Solving;Online Education,,,Bettermarks - adaptive learning system for mathematics,
141,141,141,LERNEN.cloud,Mit Beziehungslernen den Potenzialblick trainieren,Students;potential development;communication;resonance;co-operation;self-efficacy;performance development;productivity;empathy,Social Skills;Relationship Building;Emotional Intelligence;Self-Awareness;Identity Development;Empathy;Communication Skills;Active Listening;Respectfulness;Personal Growth,Mit Beziehungslernen den Potenzialblick trainieren,"<p>Beziehungskompetenz drueckt sich in Achtsamkeit und Wertschaetzung aus. Wo Kinder und Jugendliche sich gesehen fuehlen, entwickeln sie Selbstbewusstsein, Identitaet und entfalten ihre Potenziale.</p>",Train the potential view with relationship learning,"<P> relationship competence is expressed in mindfulness and value. Where children and adolescents are seen, they develop confidence, identity and develop their potential. </p>"
142,142,142,LERNEN.cloud,Datenschutz & Big Data,Cybersecurity;School;Teaching material;Internet;Media literacy,Online Safety;Personal Data;Digital Footprint;Data Collection;Data Analysis;Encryption;Chat Program;Microboard;Cybersecurity;Data Protection,Datenschutz & Big Data,"<p>Der Kurs <strong>»Datenschutz &amp;Big Data«</strong> behandelt diese Online-Aktivitaeten aus denen unser persoenlicher digitaler Fußabdruck wird. Welche Daten geben wir bewusst oder unbewusst von uns preis und welche dieser Daten werden davon gesammelt und von Dritten analysiert? Um besser zu verstehen, wie solche Systeme arbeiten, schluepfen Sie in die Rolle eines Analyse-Algorithmus. Spaeter programmieren Sie mit dem Mikroboard Calliope mini ein Chat-Programm, welches mit Verschluesselung arbeitet.Sie bekommen die Mechanismen vermittelt, wie Sie gegen ungewollte Datensammlungen und -analysen vorgehen koennen.</p><p>Alle Informationen zum Projekt finden Sie unter <a href=""https://cybersecurity4schools.de"">https://cybersecurity4schools.de</a></p>",Data protection & big data,"<p> The course <strong> »data protection & big data« </strong> deals with these online activities which form our personal digital footprint. Which data do we consciously or unconsciously reveal and which of this data is collected and analyzed by third parties? In order to better understand how such systems work, you play the role of an analysis algorithm. With the microboard Calliope Mini you create a chat program that works with encryption <a href = ""https://cybersecurity4schools.de""> https://cybersecurity4schools.de </a> </p>"
